,Custom_Normalized,Target
0,0.820581833367156,0.8192510041770791
1,0.8192510041770791,0.8141010787726217
2,0.8141010787726217,0.8239661162075098
3,0.8239661162075098,0.8228467098382837
4,0.8228467098382837,0.8227083386309373
5,0.8227083386309373,0.8259932665567268
6,0.8259932665567268,0.8030929928713701
7,0.8030929928713701,0.8211785937753545
8,0.8211785937753545,0.829450015897221
9,0.829450015897221,0.8263425694843098
10,0.8263425694843098,0.8187634181602319
11,0.8187634181602319,0.8228638013066313
12,0.8228638013066313,0.8231217990535371
13,0.8231217990535371,0.8067444454213587
14,0.8067444454213587,0.7690704377712866
15,0.7690704377712866,0.7597664207728629
16,0.7597664207728629,0.769733906512005
17,0.769733906512005,0.7510244256324404
18,0.7510244256324404,0.7698874755743346
19,0.7698874755743346,0.7577862827234834
20,0.7577862827234834,0.7166112581581663
21,0.7166112581581663,0.729187056668694
22,0.729187056668694,0.7248854284277904
23,0.7248854284277904,0.7457771494146999
24,0.7457771494146999,0.7681586599866669
25,0.7681586599866669,0.7701552867800621
26,0.7701552867800621,0.7886635964326071
27,0.7886635964326071,0.7874443026982203
28,0.7874443026982203,0.7968365126668818
29,0.7968365126668818,0.8044862115975694
30,0.8044862115975694,0.805764843148273
31,0.805764843148273,0.7935593793348951
32,0.7935593793348951,0.8033368931558363
33,0.8033368931558363,0.7992273056394787
34,0.7992273056394787,0.8092745721204148
35,0.8092745721204148,0.8061661416787187
36,0.8061661416787187,0.805456196410945
37,0.805456196410945,0.813347779480521
38,0.813347779480521,0.8174637617962379
39,0.8174637617962379,0.8037529909035439
40,0.8037529909035439,0.829526902108037
41,0.829526902108037,0.828685588856995
42,0.828685588856995,0.8309428927000507
43,0.8309428927000507,0.8311365555767708
44,0.8311365555767708,0.8295775980613258
45,0.8295775980613258,0.8199114775950321
46,0.8199114775950321,0.8196976239924125
47,0.8196976239924125,0.7983479394781468
48,0.7983479394781468,0.7926539373471121
49,0.7926539373471121,0.8086528460669866
50,0.8086528460669866,0.8204963664475607
51,0.8204963664475607,0.8089828794181709
52,0.8089828794181709,0.818776132824971
53,0.818776132824971,0.8128874680115573
54,0.8128874680115573,0.8036038266293019
55,0.8036038266293019,0.8105474027075789
56,0.8105474027075789,0.7975033905802045
57,0.7975033905802045,0.7934264913900557
58,0.7934264913900557,0.8007817815285578
59,0.8007817815285578,0.8138491262614765
60,0.8138491262614765,0.825379344489442
61,0.825379344489442,0.829618620535602
62,0.829618620535602,0.8268979017522895
63,0.8268979017522895,0.8040666329722087
64,0.8040666329722087,0.7844003970996936
65,0.7844003970996936,0.7902049641649155
66,0.7902049641649155,0.8084641352220305
67,0.8084641352220305,0.7707734182067039
68,0.7707734182067039,0.7533410685808393
69,0.7533410685808393,0.7669174788822885
70,0.7669174788822885,0.777957409694786
71,0.777957409694786,0.7954723828294014
72,0.7954723828294014,0.7971100463243542
73,0.7971100463243542,0.8029574578411737
74,0.8029574578411737,0.809357582611475
75,0.809357582611475,0.8047312920169171
76,0.8047312920169171,0.8069860662192819
77,0.8069860662192819,0.7920089560635998
78,0.7920089560635998,0.7969160727391051
79,0.7969160727391051,0.8044813543417334
80,0.8044813543417334,0.808962678968471
81,0.808962678968471,0.8079639761797145
82,0.8079639761797145,0.8048542078540588
83,0.8048542078540588,0.8073784994374532
84,0.8073784994374532,0.7908266243810534
85,0.7908266243810534,0.7998819674248858
86,0.7998819674248858,0.7967280654681185
87,0.7967280654681185,0.7986377321547639
88,0.7986377321547639,0.8147391035846718
89,0.8147391035846718,0.8147292433601898
