Date,Close,Target
2014-01-02 05:00:00+00:00,7.513152617482637,7.512819596962477
2014-01-03 05:00:00+00:00,7.512819596962477,7.5103046697087175
2014-01-06 05:00:00+00:00,7.5103046697087175,7.516368015084109
2014-01-07 05:00:00+00:00,7.516368015084109,7.516155783580658
2014-01-08 05:00:00+00:00,7.516155783580658,7.516504032124172
2014-01-09 05:00:00+00:00,7.516504032124172,7.518808062614627
2014-01-10 05:00:00+00:00,7.518808062614627,7.506152096155833
2014-01-13 05:00:00+00:00,7.506152096155833,7.516911972275767
2014-01-14 05:00:00+00:00,7.516911972275767,7.52206486141045
2014-01-15 05:00:00+00:00,7.52206486141045,7.520716832924023
2014-01-16 05:00:00+00:00,7.520716832924023,7.516814052604008
2014-01-17 05:00:00+00:00,7.516814052604008,7.519583964846826
2014-01-21 05:00:00+00:00,7.519583964846826,7.520158664896594
2014-01-22 05:00:00+00:00,7.520158664896594,7.511229340132023
2014-01-23 05:00:00+00:00,7.511229340132023,7.490132918704683
2014-01-24 05:00:00+00:00,7.490132918704683,7.4852446968513435
2014-01-27 05:00:00+00:00,7.4852446968513435,7.491366572473775
2014-01-28 05:00:00+00:00,7.491366572473775,7.4811048685652795
2014-01-29 05:00:00+00:00,7.4811048685652795,7.492308912937498
2014-01-30 05:00:00+00:00,7.492308912937498,7.485822622723248
2014-01-31 05:00:00+00:00,7.485822622723248,7.462726018018761
2014-02-03 05:00:00+00:00,7.462726018018761,7.470338061701843
2014-02-04 05:00:00+00:00,7.470338061701843,7.468307779293186
2014-02-05 05:00:00+00:00,7.468307779293186,7.4806708337465615
2014-02-06 05:00:00+00:00,7.4806708337465615,7.493885027250858
2014-02-07 05:00:00+00:00,7.493885027250858,7.495453032054113
2014-02-10 05:00:00+00:00,7.495453032054113,7.506454407998367
2014-02-11 05:00:00+00:00,7.506454407998367,7.506185109350646
2014-02-12 05:00:00+00:00,7.506185109350646,7.511978321329423
2014-02-13 05:00:00+00:00,7.511978321329423,7.516776010714971
2014-02-14 05:00:00+00:00,7.516776010714971,7.51793381410753
2014-02-18 05:00:00+00:00,7.51793381410753,7.511387952334334
2014-02-19 05:00:00+00:00,7.511387952334334,7.517401294161268
2014-02-20 05:00:00+00:00,7.517401294161268,7.515480727488087
2014-02-21 05:00:00+00:00,7.515480727488087,7.521648183040418
2014-02-24 05:00:00+00:00,7.521648183040418,7.520299592363644
2014-02-25 05:00:00+00:00,7.520299592363644,7.520321292105769
2014-02-26 05:00:00+00:00,7.520321292105769,7.525257173514185
2014-02-27 05:00:00+00:00,7.525257173514185,7.528035997795523
2014-02-28 05:00:00+00:00,7.528035997795523,7.520630131595068
2014-03-03 05:00:00+00:00,7.520630131595068,7.53578245427121
2014-03-04 05:00:00+00:00,7.53578245427121,7.535729101521546
2014-03-05 05:00:00+00:00,7.535729101521546,7.5374460350184025
2014-03-06 05:00:00+00:00,7.5374460350184025,7.537983979595518
2014-03-07 05:00:00+00:00,7.537983979595518,7.537520625954299
2014-03-10 04:00:00+00:00,7.537520625954299,7.532425528979084
2014-03-11 04:00:00+00:00,7.532425528979084,7.532730653302293
2014-03-12 04:00:00+00:00,7.532730653302293,7.52096056160641
2014-03-13 04:00:00+00:00,7.52096056160641,7.518134795188964
2014-03-14 04:00:00+00:00,7.518134795188964,7.527702512884003
2014-03-17 04:00:00+00:00,7.527702512884003,7.534896195129477
2014-03-18 04:00:00+00:00,7.534896195129477,7.528745670032742
2014-03-19 04:00:00+00:00,7.528745670032742,7.534768004120264
2014-03-20 04:00:00+00:00,7.534768004120264,7.531831024003655
2014-03-21 04:00:00+00:00,7.531831024003655,7.526954443044292
2014-03-24 04:00:00+00:00,7.526954443044292,7.531348713893114
2014-03-25 04:00:00+00:00,7.531348713893114,7.524323776938238
2014-03-26 04:00:00+00:00,7.524323776938238,7.522421885594261
2014-03-27 04:00:00+00:00,7.522421885594261,7.52705137483767
2014-03-28 04:00:00+00:00,7.52705137483767,7.534944246222467
2014-03-31 04:00:00+00:00,7.534944246222467,7.54195893426668
2014-04-01 04:00:00+00:00,7.54195893426668,7.5448081980985195
2014-04-02 04:00:00+00:00,7.5448081980985195,7.543681112885508
2014-04-03 04:00:00+00:00,7.543681112885508,7.531064569960194
2014-04-04 04:00:00+00:00,7.531064569960194,7.520256257628045
2014-04-07 04:00:00+00:00,7.520256257628045,7.523999795608222
2014-04-08 04:00:00+00:00,7.523999795608222,7.534858834950187
2014-04-09 04:00:00+00:00,7.534858834950187,7.5137528672128004
2014-04-10 04:00:00+00:00,7.5137528672128004,7.504220807472903
