Date,Close,Target
2014-01-02 05:00:00+00:00,0.029492535862876812,0.02929284642251595
2014-01-03 05:00:00+00:00,0.02929284642251595,0.02778696345651277
2014-01-06 05:00:00+00:00,0.02778696345651277,0.03142401269316719
2014-01-07 05:00:00+00:00,0.03142401269316719,0.03129633453388103
2014-01-08 05:00:00+00:00,0.03129633453388103,0.031505854593078975
2014-01-09 05:00:00+00:00,0.031505854593078975,0.032893890018633076
2014-01-10 05:00:00+00:00,0.032893890018633076,0.025308768348540456
2014-01-13 05:00:00+00:00,0.025308768348540456,0.03175138029281421
2014-01-14 05:00:00+00:00,0.03175138029281421,0.03486137248946086
2014-01-15 05:00:00+00:00,0.03486137248946086,0.03404623036328891
2014-01-16 05:00:00+00:00,0.03404623036328891,0.0316924365416571
2014-01-17 05:00:00+00:00,0.0316924365416571,0.033362043269348995
2014-01-21 05:00:00+00:00,0.033362043269348995,0.03370903214480492
2014-01-22 05:00:00+00:00,0.03370903214480492,0.02834019551822098
2014-01-23 05:00:00+00:00,0.02834019551822098,0.015844599815288296
2014-01-24 05:00:00+00:00,0.015844599815288296,0.01298668706426831
2014-01-27 05:00:00+00:00,0.01298668706426831,0.016568069422711384
2014-01-28 05:00:00+00:00,0.016568069422711384,0.01057722636442504
2014-01-29 05:00:00+00:00,0.01057722636442504,0.017121301484419482
2014-01-30 05:00:00+00:00,0.017121301484419482,0.013323845320887262
2014-01-31 05:00:00+00:00,0.013323845320887262,0.0
2014-02-03 05:00:00+00:00,0.0,0.004357241971131853
2014-02-04 05:00:00+00:00,0.004357241971131853,0.0031918340965584324
2014-02-05 05:00:00+00:00,0.0031918340965584324,0.010325186880663528
2014-02-06 05:00:00+00:00,0.010325186880663528,0.01804777736701424
2014-02-07 05:00:00+00:00,0.01804777736701424,0.01897093641479819
2014-02-10 05:00:00+00:00,0.01897093641479819,0.025488836513092306
2014-02-11 05:00:00+00:00,0.025488836513092306,0.025328429586214507
2014-02-12 05:00:00+00:00,0.025328429586214507,0.028788687531262735
2014-02-13 05:00:00+00:00,0.028788687531262735,0.03166953839290243
2014-02-14 05:00:00+00:00,0.03166953839290243,0.03236683297862519
2014-02-18 05:00:00+00:00,0.03236683297862519,0.02843514490991539
2014-02-19 05:00:00+00:00,0.02843514490991539,0.032046019124869596
2014-02-20 05:00:00+00:00,0.032046019124869596,0.030890401907267995
2014-02-21 05:00:00+00:00,0.030890401907267995,0.0346092930438342
2014-02-24 05:00:00+00:00,0.0346092930438342,0.03379415091766236
2014-02-25 05:00:00+00:00,0.03379415091766236,0.033807258409445096
2014-02-26 05:00:00+00:00,0.033807258409445096,0.0367961261926969
2014-02-27 05:00:00+00:00,0.0367961261926969,0.038485314234332546
2014-02-28 05:00:00+00:00,0.038485314234332546,0.03399384035802322
2014-03-03 05:00:00+00:00,0.03399384035802322,0.043219076899296605
2014-03-04 05:00:00+00:00,0.043219076899296605,0.043186348131704966
2014-03-05 05:00:00+00:00,0.043186348131704966,0.04424046221172062
2014-03-06 05:00:00+00:00,0.04424046221172062,0.0445711066843133
2014-03-07 05:00:00+00:00,0.0445711066843133,0.04428629847109511
2014-03-10 04:00:00+00:00,0.04428629847109511,0.04116319878266572
2014-03-11 04:00:00+00:00,0.04116319878266572,0.041349780731243846
