,Custom_Normalized,Target
0,0.9580379919051356,0.9580061851928893
1,0.9580061851928893,0.9579429553447416
2,0.9579429553447416,0.957850547329081
3,0.957850547329081,0.9578209851571206
4,0.9578209851571206,0.957730821681746
5,0.957730821681746,0.9576473918272291
6,0.9576473918272291,0.9575886510596535
7,0.9575886510596535,0.9575613329998768
8,0.9575613329998768,0.9575317708279164
9,0.9575317708279164,0.9574124291850287
10,0.9574124291850287,0.9573604216102086
11,0.9573604216102086,0.9572971921901633
12,0.9572971921901633,0.9572698741303866
13,0.9572698741303866,0.9572380674181402
14,0.9572380674181402,0.9572197275195073
15,0.9572197275195073,0.9571811871864031
16,0.9571811871864031,0.9570842905182728
17,0.9570842905182728,0.9570547279182101
18,0.9570547279182101,0.9570139434729221
19,0.9570139434729221,0.9569148018364037
20,0.9569148018364037,0.9568785060435854
21,0.9568785060435854,0.95681527662354
22,0.95681527662354,0.9567834694831914
23,0.9567834694831914,0.9566775946539172
24,0.9566775946539172,0.9566345656683433
25,0.9566345656683433,0.9565780694410535
26,0.9565780694410535,0.9565350400273773
27,0.9565350400273773,0.9564942551539871
28,0.9564942551539871,0.9564377593547997
29,0.9564377593547997,0.9563610626930386
30,0.9563610626930386,0.9562978328448909
31,0.9562978328448909,0.9562323588845596
32,0.9562323588845596,0.9561085281611
33,0.9561085281611,0.9560340760396249
34,0.9560340760396249,0.956015736140992
35,0.956015736140992,0.9559659731064579
36,0.9559659731064579,0.955922944120884
37,0.955922944120884,0.9558529810799807
38,0.9558529810799807,0.9558099516663046
39,0.9558099516663046,0.9557781449540581
40,0.9557781449540581,0.955732871000096
41,0.955732871000096,0.9556786193130922
42,0.9556786193130922,0.9556849689295027
43,0.9556849689295027,0.9556531622172564
44,0.9556531622172564,0.9555787100957812
45,0.9555787100957812,0.955537925222391
46,0.955537925222391,0.9555487639193734
47,0.9555487639193734,0.9555102235862691
48,0.9555102235862691,0.9554380160050799
49,0.9554380160050799,0.9553860088583621
50,0.9553860088583621,0.9553631798791573
51,0.9553631798791573,0.9553515736013825
52,0.9553515736013825,0.955319766889136
53,0.955319766889136,0.9552879597487874
54,0.9552879597487874,0.9552763534710125
55,0.9552763534710125,0.9552108795106812
56,0.9552108795106812,0.9551970286926202
57,0.9551970286926202,0.9552033778809285
58,0.9552033778809285,0.9551244371069836
59,0.9551244371069836,0.9550589627185501
60,0.9550589627185501,0.9550181782732621
61,0.9550181782732621,0.9550379947032861
62,0.9550379947032861,0.9549006967381107
63,0.9549006967381107,0.9548711345661504
64,0.9548711345661504,0.9548101492582887
65,0.9548101492582887,0.9548097652538413
66,0.9548097652538413,0.9547644917279814
67,0.9547644917279814,0.9546720837123207
68,0.9546720837123207,0.9546941446826307
69,0.9546941446826307,0.9546331593747691
70,0.9546331593747691,0.9546507312645072
71,0.9546507312645072,0.9545852573041759
72,0.9545852573041759,0.9544950938288012
73,0.9544950938288012,0.9544408421417975
74,0.9544408421417975,0.9544112795417348
75,0.9544112795417348,0.954291937898847
76,0.954291937898847,0.9541950408026145
77,0.9541950408026145,0.9541632340903682
78,0.9541632340903682,0.9541269382975498
79,0.9541269382975498,0.9541041093183451
80,0.9541041093183451,0.9540969921211421
81,0.9540969921211421,0.9540584517880378
82,0.9540584517880378,0.9540109337218919
83,0.9540109337218919,0.9539679043082158
84,0.9539679043082158,0.9539360975959693
85,0.9539360975959693,0.9539514249454215
86,0.9539514249454215,0.9539353295870746
87,0.9539353295870746,0.9538496551922718
88,0.9538496551922718,0.9537886698844102
89,0.9537886698844102,0.9537276845765486
90,0.9537276845765486,0.953707100565732
91,0.953707100565732,0.9536708047729137
92,0.9536708047729137,0.9536053303844801
93,0.9536053303844801,0.9534747660401626
94,0.9534747660401626,0.9534362261351607
95,0.9534362261351607,0.9533370844986421
96,0.9533370844986421,0.9532177424276521
97,0.9532177424276521,0.9531028898653364
98,0.9531028898653364,0.9531361731089739
99,0.9531361731089739,0.9531088554772995
100,0.9531088554772995,0.9530613369830514
101,0.9530613369830514,0.9529330171790198
102,0.9529330171790198,0.9529348777148584
103,0.9529348777148584,0.9529210268967975
104,0.9529210268967975,0.9528824865636932
105,0.9528824865636932,0.9527676335732752
106,0.9527676335732752,0.9527246045877013
107,0.9527246045877013,0.9526277074914687
108,0.9526277074914687,0.9525622335311374
109,0.9525622335311374,0.9524541141615773
110,0.9524541141615773,0.9522449926196601
111,0.9522449926196601,0.9521144282753425
112,0.9521144282753425,0.9521836233073511
113,0.9521836233073511,0.9521652834087182
